date_local,pm1.0_cf_1,pm2.5_cf_1,pm10.0_cf_1,pm2.5_aqi,pm10.0_aqi,aqi,sensor_index,sensor_name
2021-08-24 17:00:00,20.3865,42.8425,49.4735,119,46,119,27109,AQMD_NASA_248
2021-08-25 17:00:00,14.0015,29.834,35.0975,88,32,88,27109,AQMD_NASA_248
2021-08-26 17:00:00,10.6735,22.3955,26.228,73,24,73,27109,AQMD_NASA_248
2021-08-27 17:00:00,8.124,15.9755,18.803,59,17,59,27109,AQMD_NASA_248
2021-08-28 17:00:00,8.9255,17.057499999999997,19.8405,61,18,61,27109,AQMD_NASA_248
2021-08-29 17:00:00,11.071,20.3095,23.467,68,22,68,27109,AQMD_NASA_248
2021-08-30 17:00:00,12.2885,24.214,28.164,76,26,76,27109,AQMD_NASA_248
2021-08-31 17:00:00,15.135,29.9655,34.230000000000004,89,32,89,27109,AQMD_NASA_248
2021-09-01 17:00:00,11.8335,23.2635,26.7585,74,25,74,27109,AQMD_NASA_248
2021-09-02 17:00:00,10.7625,21.6745,25.2285,71,23,71,27109,AQMD_NASA_248
2021-09-03 17:00:00,6.683,12.035,13.8065,50,13,50,27109,AQMD_NASA_248
2021-09-04 17:00:00,2.827,5.376,6.224500000000001,22,6,22,27109,AQMD_NASA_248
2021-09-05 17:00:00,12.4965,23.887500000000003,27.286,76,25,76,27109,AQMD_NASA_248
2021-09-06 17:00:00,14.5055,27.585,31.3085,84,29,84,27109,AQMD_NASA_248
2021-09-07 17:00:00,12.596,23.6845,26.7315,75,25,75,27109,AQMD_NASA_248
2021-09-08 17:00:00,8.928,16.5045,18.5565,60,17,60,27109,AQMD_NASA_248
2021-09-09 17:00:00,6.952999999999999,12.506,14.1715,52,13,52,27109,AQMD_NASA_248
2021-09-10 17:00:00,4.211,7.1835,8.246500000000001,30,8,30,27109,AQMD_NASA_248
2021-09-11 17:00:00,1.7075,3.177,3.8325,13,4,13,27109,AQMD_NASA_248
2021-09-12 17:00:00,3.4320000000000004,5.8165,6.976,24,6,24,27109,AQMD_NASA_248
2021-09-13 17:00:00,5.485,9.6105,11.032,40,10,40,27109,AQMD_NASA_248
2021-09-14 17:00:00,8.5655,18.283,21.6595,64,20,64,27109,AQMD_NASA_248
2021-09-15 17:00:00,10.9865,21.126,24.454,70,23,70,27109,AQMD_NASA_248
2021-09-16 17:00:00,11.825500000000002,23.1265,26.6095,74,25,74,27109,AQMD_NASA_248
2021-09-17 17:00:00,8.661999999999999,15.329,17.755499999999998,58,16,58,27109,AQMD_NASA_248
2021-09-18 17:00:00,10.159,18.593,21.436,65,20,65,27109,AQMD_NASA_248
2021-09-19 17:00:00,12.8925,21.64,24.2475,71,22,71,27109,AQMD_NASA_248
2021-09-20 17:00:00,9.128,14.975,16.871499999999997,57,16,57,27109,AQMD_NASA_248
2021-09-21 17:00:00,3.324,5.5955,6.4345,23,6,23,27109,AQMD_NASA_248
2021-09-22 17:00:00,2.907,5.0255,6.0295,21,6,21,27109,AQMD_NASA_248
2021-09-23 17:00:00,7.3085,11.9835,13.889,50,13,50,27109,AQMD_NASA_248
2021-09-24 17:00:00,8.098500000000001,12.8085,14.4095,52,13,52,27109,AQMD_NASA_248
2021-09-25 17:00:00,8.5565,16.810000000000002,19.124,61,18,61,27109,AQMD_NASA_248
2021-09-26 17:00:00,10.032,21.077,24.337,70,23,70,27109,AQMD_NASA_248
2021-09-27 17:00:00,8.199,14.5575,16.2245,56,15,56,27109,AQMD_NASA_248
2021-09-28 17:00:00,10.266,18.892000000000003,21.2375,65,20,65,27109,AQMD_NASA_248
2021-09-29 17:00:00,4.3705,7.498,8.6715,31,8,31,27109,AQMD_NASA_248
2021-09-30 17:00:00,0.6339999999999999,1.5565,2.0765,6,2,6,27109,AQMD_NASA_248
2021-10-01 17:00:00,3.841,6.295,7.439,26,7,26,27109,AQMD_NASA_248
2021-10-02 17:00:00,4.5805,7.2375,8.195500000000001,30,8,30,27109,AQMD_NASA_248
2021-10-03 17:00:00,5.504,8.839,10.076,37,9,37,27109,AQMD_NASA_248
2021-10-04 17:00:00,6.5525,10.6115,11.9685,44,11,44,27109,AQMD_NASA_248
2021-10-05 17:00:00,8.721499999999999,15.8005,17.707,59,16,59,27109,AQMD_NASA_248
2021-10-06 17:00:00,8.114,13.601,15.146,54,14,54,27109,AQMD_NASA_248
2021-10-07 17:00:00,1.742,3.206,3.97,13,4,13,27109,AQMD_NASA_248
2021-10-08 17:00:00,1.7120000000000002,3.1275,4.159,13,4,13,27109,AQMD_NASA_248
2021-10-09 17:00:00,3.0035,4.963,5.888999999999999,21,5,21,27109,AQMD_NASA_248
2021-10-10 17:00:00,6.7045,10.872,12.8805,45,12,45,27109,AQMD_NASA_248
2021-10-11 17:00:00,0.5245,1.621,2.923,7,3,7,27109,AQMD_NASA_248
2021-10-12 17:00:00,5.082000000000001,7.4405,8.4635,31,8,31,27109,AQMD_NASA_248
2021-10-13 17:00:00,12.9785,19.5115,21.816000000000003,67,20,67,27109,AQMD_NASA_248
